City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
238,Port Lincoln,AU,2022-01-30 22:56:37,-34.7333,135.8667,68.61,77,46,8.93,scattered clouds,0,0
239,Barrington,US,2022-01-30 22:56:37,41.7407,-71.3087,21.56,50,15,5.01,few clouds,0,0
240,Nsanje,MW,2022-01-30 22:56:38,-16.92,35.262,71.49,97,9,2.04,clear sky,0,0
241,Hirado,JP,2022-01-30 22:56:39,33.3597,129.5531,40.39,49,7,14.2,clear sky,0,0
242,Waipawa,NZ,2022-01-30 22:56:39,-41.4122,175.5153,71.92,64,69,8.59,broken clouds,0,0
243,Umm Lajj,SA,2022-01-30 22:56:39,25.0213,37.2685,64.06,60,89,9.44,overcast clouds,0,0
244,Serov,RU,2022-01-30 22:56:40,59.6033,60.5787,2.08,97,100,2.44,overcast clouds,0,0
245,Ancud,CL,2022-01-30 22:56:41,-41.8697,-73.8203,62.13,59,35,10.94,scattered clouds,0,0
246,Manavalakurichi,IN,2022-01-30 22:56:42,8.1333,77.3,78.89,83,4,6.46,clear sky,0,0
247,Samarai,PG,2022-01-30 22:56:42,-10.6167,150.6667,82.78,72,100,10.27,overcast clouds,0,0
248,Hargeysa,SO,2022-01-30 22:56:43,9.56,44.065,52.99,91,11,10.94,few clouds,0,0
249,Castro,BR,2022-01-30 22:56:44,-24.7911,-50.0119,63.25,98,98,9.19,overcast clouds,0,0
250,Borgarnes,IS,2022-01-30 22:56:44,64.5383,-21.9206,27.19,83,100,24.14,light snow,0,0
251,Nacala,MZ,2022-01-30 22:56:45,-14.5428,40.6728,73.33,91,0,4.09,clear sky,0,0
252,Carballo,ES,2022-01-30 22:56:46,43.213,-8.691,46.87,88,0,1.88,clear sky,0,0
253,Moundsville,US,2022-01-30 22:56:46,39.9203,-80.7431,33.17,94,98,2.53,overcast clouds,0,0
254,Andros Town,BS,2022-01-30 22:56:47,24.7,-77.7667,64.36,55,94,11.34,overcast clouds,0,0
255,Susangerd,IR,2022-01-30 22:56:47,31.5608,48.1831,53.62,44,75,7.81,broken clouds,0,0
256,Alice Springs,AU,2022-01-30 22:56:48,-23.7,133.8833,72.95,100,75,8.05,broken clouds,0,0
257,Aksarka,RU,2022-01-30 22:56:49,66.5606,67.7975,-12.8,100,88,3.91,overcast clouds,0,0
258,Northam,GB,2022-01-30 22:52:56,51.0333,-4.2167,49.01,84,77,25.52,broken clouds,0,0
259,Grenaa,DK,2022-01-30 22:56:50,56.4158,10.8783,36.84,78,83,7.96,broken clouds,0,0
260,Ati,TD,2022-01-30 22:56:50,13.2154,18.3353,63.16,17,1,11.36,clear sky,0,0
261,Corn Island,NI,2022-01-30 22:56:51,12.1694,-83.0418,79.05,74,5,21.34,clear sky,0,0
262,Bredasdorp,ZA,2022-01-30 22:56:51,-34.5322,20.0403,69.12,88,87,9.22,overcast clouds,0,0
263,Henties Bay,NA,2022-01-30 22:56:52,-22.116,14.2845,65.86,79,100,7.74,overcast clouds,0,0
264,Bengkulu,ID,2022-01-30 22:56:52,-3.8004,102.2655,75.49,89,99,4.18,moderate rain,0,0
265,Llanes,ES,2022-01-30 22:56:53,43.4198,-4.7549,51.89,78,62,4.68,broken clouds,0,0
266,Torbay,CA,2022-01-30 22:56:53,47.6666,-52.7314,38.39,82,75,25.32,broken clouds,0,0
267,Kambing,PH,2022-01-30 22:56:54,5.9465,121.3076,78.53,82,23,5.86,few clouds,0,0
268,Graham,US,2022-01-30 22:56:54,47.0529,-122.2943,56.7,65,100,5.01,overcast clouds,0,0
269,Takoradi,GH,2022-01-30 22:56:55,4.8845,-1.7554,78.69,83,85,4.94,overcast clouds,0,0
270,Paamiut,GL,2022-01-30 22:56:55,61.994,-49.6678,15.37,78,100,6.73,light snow,0,0
271,Baykit,RU,2022-01-30 22:56:56,61.67,96.37,-2.9,98,100,0.51,overcast clouds,0,0
272,Maumere,ID,2022-01-30 22:56:56,-8.6199,122.2111,80.17,85,97,11.79,overcast clouds,0,0
273,Usinsk,RU,2022-01-30 22:56:57,65.9939,57.5281,6.76,96,100,9.84,overcast clouds,0,0
274,Concordia,AR,2022-01-30 22:54:01,-31.393,-58.0209,78.87,37,0,2.3,clear sky,0,0
275,Bandarbeyla,SO,2022-01-30 22:56:57,9.4942,50.8122,75.2,77,97,15.3,overcast clouds,0,0
276,Ugoofaaru,MV,2022-01-30 22:56:58,5.6667,73.0,81.97,75,45,13.0,scattered clouds,0,0
277,Kedrovyy,RU,2022-01-30 22:56:58,56.1667,91.8167,-14.13,95,31,3.49,scattered clouds,0,0
278,Pisco,PE,2022-01-30 22:56:59,-13.7,-76.2167,73.45,68,75,4.61,broken clouds,0,0
279,Cockburn Town,TC,2022-01-30 22:55:33,21.4612,-71.1419,75.16,69,75,13.8,broken clouds,0,0
280,Provideniya,RU,2022-01-30 22:54:24,64.3833,-173.3,10.51,72,0,15.66,clear sky,0,0
281,La Sarre,CA,2022-01-30 22:57:00,48.8002,-79.1996,-0.27,96,100,4.18,overcast clouds,0,0
282,Bud,US,2022-01-30 22:57:00,39.447,-86.1758,32.02,63,53,6.4,broken clouds,0,0
283,Jibuti,DJ,2022-01-30 22:55:12,11.5,42.5,69.22,71,3,14.09,clear sky,0,0
284,Banda Aceh,ID,2022-01-30 22:55:30,5.5577,95.3222,76.37,82,69,7.76,broken clouds,0,0
285,Gannan,CN,2022-01-30 22:57:01,47.9147,123.5031,-6.12,90,7,4.81,clear sky,0,0
286,Alofi,NU,2022-01-30 22:57:02,-19.0595,-169.9187,73.29,94,100,3.44,overcast clouds,0,0
287,Vasilika,GR,2022-01-30 22:57:02,40.4797,23.137,46.31,58,0,5.99,clear sky,0,0
288,Mozarlandia,BR,2022-01-30 22:57:03,-14.7447,-50.5706,71.17,95,100,3.58,overcast clouds,0,0
289,Ous,RU,2022-01-30 22:57:03,60.9058,61.5186,-9.31,100,100,2.55,overcast clouds,0,0
290,Goderich,CA,2022-01-30 22:57:04,43.7501,-81.7165,22.91,68,82,5.75,broken clouds,0,0
291,Faya,SA,2022-01-30 22:54:29,18.3851,42.4509,55.51,81,12,4.38,few clouds,0,0
292,Svetlyy,RU,2022-01-30 22:57:06,54.675,20.1347,35.65,69,100,27.74,overcast clouds,0,0
293,Batemans Bay,AU,2022-01-30 22:57:06,-35.7167,150.1833,78.98,68,20,2.64,few clouds,0,0
294,Minot,US,2022-01-30 22:57:07,48.2325,-101.2963,31.12,92,39,5.37,scattered clouds,0,0
295,Tucuma,BR,2022-01-30 22:57:07,-0.1833,-50.05,74.91,92,89,5.66,light rain,0,0
296,Hammerfest,NO,2022-01-30 22:57:08,70.6634,23.6821,30.65,74,20,12.66,few clouds,0,0
297,Comodoro Rivadavia,AR,2022-01-30 22:57:08,-45.8667,-67.5,60.66,33,40,8.05,scattered clouds,0,0
298,Puri,IN,2022-01-30 22:57:09,19.8,85.85,57.72,63,0,5.41,clear sky,0,0
299,Kruisfontein,ZA,2022-01-30 22:57:09,-34.0033,24.7314,66.88,96,84,2.75,broken clouds,0,0
300,Russell,US,2022-01-30 22:57:10,32.3502,-85.1999,63.68,63,0,6.38,clear sky,0,0
301,Krasnoselkup,RU,2022-01-30 22:57:10,65.7,82.4667,2.3,95,99,8.23,overcast clouds,0,0
302,Kenora,CA,2022-01-30 22:57:11,49.8167,-94.4337,15.19,79,75,8.05,broken clouds,0,0
303,Saint-Francois,FR,2022-01-30 22:57:11,46.4154,3.9054,38.64,93,100,0.0,overcast clouds,0,0
304,Katherine,AU,2022-01-30 22:57:11,-14.4667,132.2667,80.92,78,20,14.97,few clouds,0,0
305,Kaitangata,NZ,2022-01-30 22:54:12,-46.2817,169.8464,69.93,75,17,3.38,few clouds,0,0
306,Itaqui,BR,2022-01-30 22:57:12,-29.1253,-56.5531,83.71,25,0,10.02,clear sky,0,0
307,The Valley,AI,2022-01-30 22:53:21,18.217,-63.0578,78.94,73,20,9.22,few clouds,0,0
308,Ventspils,LV,2022-01-30 22:56:14,57.3894,21.5606,31.93,93,100,24.16,overcast clouds,0,0
309,Havre,FR,2022-01-30 22:57:13,49.5833,0.3333,44.37,87,100,16.11,overcast clouds,0,0
310,Buritis,BR,2022-01-30 22:57:14,-15.6178,-46.4233,71.13,90,97,3.49,overcast clouds,0,0
311,Hay River,CA,2022-01-30 22:57:14,60.8156,-115.7999,-7.62,77,100,6.91,light snow,0,0
312,Balkanabat,TM,2022-01-30 22:57:15,39.5108,54.3671,44.76,52,94,6.31,overcast clouds,0,0
313,Tiarei,PF,2022-01-30 22:57:15,-17.5333,-149.3333,86.02,74,95,11.23,overcast clouds,0,0
314,Bonavista,CA,2022-01-30 22:57:16,48.6499,-53.1147,38.12,72,89,35.03,overcast clouds,0,0
315,Oktyabrskiy,RU,2022-01-30 22:57:16,54.4815,53.471,24.28,97,99,4.99,overcast clouds,0,0
316,Longyearbyen,SJ,2022-01-30 22:57:17,78.2186,15.6401,6.64,66,0,20.71,clear sky,0,0
317,Lata,PT,2022-01-30 22:57:18,40.1629,-8.3327,46.81,57,96,2.89,overcast clouds,0,0
318,Codrington,AU,2022-01-30 22:57:18,-38.2667,141.9667,71.51,76,59,4.88,broken clouds,0,0
319,Khudumelapye,BW,2022-01-30 22:57:20,-23.8833,24.75,67.46,86,100,11.03,overcast clouds,0,0
320,Pangai,TO,2022-01-30 22:56:56,-19.8,-174.35,80.92,76,99,9.89,light rain,0,0
321,Lagoa,PT,2022-01-30 22:57:21,39.05,-27.9833,58.51,70,58,25.9,broken clouds,0,0
322,Oskarshamn,SE,2022-01-30 22:57:21,57.2645,16.4484,34.81,59,3,14.56,clear sky,0,0
323,Husavik,IS,2022-01-30 22:55:44,66.0449,-17.3389,24.71,68,44,31.23,scattered clouds,0,0
324,Dakar,SN,2022-01-30 22:55:14,14.6937,-17.4441,70.68,88,100,18.41,overcast clouds,0,0
325,Kashi,CN,2022-01-30 22:57:22,39.4547,75.9797,25.81,39,20,8.95,few clouds,0,0
326,Barra Dos Coqueiros,BR,2022-01-30 22:57:23,-10.9089,-37.0386,82.42,78,40,9.22,scattered clouds,0,0
327,Starogard Gdanski,PL,2022-01-30 22:57:24,53.964,18.5264,36.07,100,75,18.68,broken clouds,0,0
328,Darhan,MN,2022-01-30 22:57:25,49.4867,105.9228,-16.49,99,44,3.67,scattered clouds,0,0
329,Yacuiba,BO,2022-01-30 22:57:26,-22.038,-63.6797,76.03,50,2,1.57,clear sky,0,0
330,Santa Maria,BR,2022-01-30 22:57:24,-29.6842,-53.8069,79.9,65,20,9.22,few clouds,0,0
331,Sedalia,US,2022-01-30 22:57:26,38.7045,-93.2283,46.06,51,100,3.8,overcast clouds,0,0
332,Urucara,BR,2022-01-30 22:57:27,-2.5364,-57.76,75.52,92,100,1.86,overcast clouds,0,0
333,Sorland,NO,2022-01-30 22:57:27,67.667,12.6934,34.0,45,86,6.02,overcast clouds,0,0
334,Sainte-Anne-Des-Monts,CA,2022-01-30 22:57:28,49.124,-66.4924,13.87,85,100,24.16,overcast clouds,0,0
335,Broome,US,2022-01-30 22:57:29,42.2506,-75.833,14.36,75,85,1.01,overcast clouds,0,0
336,Petropavlovsk-Kamchatskiy,RU,2022-01-30 22:57:29,53.0452,158.6483,9.19,85,75,6.71,light snow,0,0
337,Faanui,PF,2022-01-30 22:57:30,-16.4833,-151.75,80.83,72,15,10.51,few clouds,0,0
338,Kutum,SD,2022-01-30 22:57:30,14.2,24.6667,53.02,18,1,13.71,clear sky,0,0
339,Kirakira,SB,2022-01-30 22:57:30,-10.4544,161.9205,84.25,74,88,6.04,overcast clouds,0,0
340,Petropavlovka,RU,2022-01-30 22:57:31,50.6114,105.3196,-16.28,96,54,3.09,broken clouds,0,0
341,Nyurba,RU,2022-01-30 22:54:26,63.2842,118.3319,-23.64,100,39,4.63,scattered clouds,0,0
342,Kuching,MY,2022-01-30 22:57:31,1.55,110.3333,75.42,94,40,2.3,scattered clouds,0,0
343,Grindavik,IS,2022-01-30 22:57:32,63.8424,-22.4338,26.55,93,75,37.98,light shower snow,0,0
344,Neyshabur,IR,2022-01-30 22:57:32,36.2133,58.7958,35.2,54,0,0.81,clear sky,0,0
345,Mahebourg,MU,2022-01-30 22:57:33,-20.4081,57.7,79.09,94,75,11.5,light intensity shower rain,0,0
346,Kashan,IR,2022-01-30 22:57:33,33.9831,51.4364,36.99,48,0,4.61,clear sky,0,0
347,Nueva Loja,EC,2022-01-30 22:57:34,0.0847,-76.8828,87.28,78,75,8.05,broken clouds,0,0
348,Tuatapere,NZ,2022-01-30 22:57:34,-46.1333,167.6833,72.82,66,28,4.23,scattered clouds,0,0
349,Tabas,IR,2022-01-30 22:57:35,33.5959,56.9244,44.13,29,0,3.31,clear sky,0,0
350,Emerald,AU,2022-01-30 22:57:35,-23.5333,148.1667,82.35,74,40,9.22,scattered clouds,0,0
351,Quatre Cocos,MU,2022-01-30 22:57:36,-20.2078,57.7625,78.91,82,100,15.84,light rain,0,0
352,Isabela,PH,2022-01-30 22:57:36,6.7085,121.9711,75.25,82,15,1.19,few clouds,0,0
353,Uhlove,UA,2022-01-30 22:57:37,44.8215,33.6045,39.78,90,100,11.18,overcast clouds,0,0
354,Wanaka,NZ,2022-01-30 22:57:37,-44.7,169.15,71.11,57,34,1.99,scattered clouds,0,0
355,Hjelset,NO,2022-01-30 22:57:38,62.7833,7.4833,29.37,93,75,5.75,broken clouds,0,0
356,Sibolga,ID,2022-01-30 22:57:38,1.7427,98.7792,75.81,89,96,3.31,overcast clouds,0,0
357,Panyutyne,UA,2022-01-30 22:57:39,48.9333,36.2833,29.79,94,100,14.14,overcast clouds,0,0
358,Kendallville,US,2022-01-30 22:57:39,41.4414,-85.265,28.42,59,0,0.0,clear sky,0,0
359,Lure,FR,2022-01-30 22:57:40,47.75,6.5,36.05,93,100,3.44,overcast clouds,0,0
360,Tomatlan,MX,2022-01-30 22:57:40,19.9333,-105.25,85.41,39,1,8.37,clear sky,0,0
361,Chapais,CA,2022-01-30 22:57:41,49.7834,-74.8492,-2.42,92,100,8.03,overcast clouds,0,0
362,Saint-Joseph,RE,2022-01-30 22:57:42,-21.3667,55.6167,75.58,81,25,11.39,scattered clouds,0,0
363,Inhambane,MZ,2022-01-30 22:57:42,-23.865,35.3833,74.73,82,54,7.49,broken clouds,0,0
364,Praia,CV,2022-01-30 22:57:43,14.9215,-23.5087,70.34,68,75,20.71,broken clouds,0,0
365,Urumqi,CN,2022-01-30 22:56:53,43.801,87.6005,-4.85,84,75,2.24,mist,0,0
366,Melendugno,IT,2022-01-30 22:57:44,40.2747,18.3368,37.06,67,0,10.11,clear sky,0,0
367,Jerantut,MY,2022-01-30 22:57:45,3.936,102.3626,71.49,95,93,0.11,overcast clouds,0,0
368,Kamenka,RU,2022-01-30 22:53:22,51.3223,42.7678,27.75,96,100,14.94,light snow,0,0
369,Poronaysk,RU,2022-01-30 22:56:54,49.2167,143.1167,2.25,93,100,4.56,overcast clouds,0,0
370,Brae,GB,2022-01-30 22:57:46,60.3964,-1.353,39.11,97,100,9.33,overcast clouds,0,0
371,Manjeshwar,IN,2022-01-30 22:57:47,12.7194,74.8861,77.95,78,0,5.41,clear sky,0,0
372,Lahat,ID,2022-01-30 22:57:47,-3.8,103.5333,72.28,97,100,2.24,moderate rain,0,0
373,Halifax,CA,2022-01-30 22:57:00,44.6453,-63.5724,26.22,78,86,4.0,overcast clouds,0,0
374,Whitehorse,CA,2022-01-30 22:57:48,60.7161,-135.0538,7.81,71,75,8.99,light snow,0,0
375,Kangaatsiaq,GL,2022-01-30 22:57:49,68.3065,-53.4641,-1.68,93,96,10.8,overcast clouds,0,0
376,Kalmunai,LK,2022-01-30 22:57:49,7.4167,81.8167,76.19,87,47,4.9,scattered clouds,0,0
377,Birao,CF,2022-01-30 22:57:50,10.2849,22.7882,66.16,18,6,5.7,clear sky,0,0
378,Puerto Escondido,MX,2022-01-30 22:57:51,15.85,-97.0667,81.95,63,0,4.85,clear sky,0,0
379,Caravelas,BR,2022-01-30 22:57:51,-17.7125,-39.2481,79.59,84,19,11.36,few clouds,0,0
380,Tilichiki,RU,2022-01-30 22:57:52,60.4667,166.1,18.07,77,100,11.77,overcast clouds,0,0
381,Ishigaki,JP,2022-01-30 22:57:53,24.3448,124.1572,59.13,67,75,10.36,broken clouds,0,0
382,Srikakulam,IN,2022-01-30 22:57:53,18.3,83.9,64.89,85,0,4.54,clear sky,0,0
383,Mormugao,IN,2022-01-30 22:57:54,15.4,73.8,70.86,88,9,4.61,clear sky,0,0
384,Mindelo,CV,2022-01-30 22:57:54,16.8901,-24.9804,69.35,60,75,24.16,broken clouds,0,0
385,Saint Anthony,US,2022-01-30 22:57:55,45.0205,-93.218,22.95,64,100,1.01,overcast clouds,0,0
386,Muros,ES,2022-01-30 22:57:55,42.7762,-9.0603,51.84,65,0,6.35,clear sky,0,0
387,Malanville,BJ,2022-01-30 22:57:56,11.8685,3.3899,72.82,13,64,11.18,broken clouds,0,0
388,Sarakhs,IR,2022-01-30 22:57:56,36.5449,61.1577,41.56,63,0,6.11,clear sky,0,0
389,Mao,ES,2022-01-30 22:57:57,39.8885,4.2658,46.96,87,0,6.91,clear sky,0,0
390,Stornoway,GB,2022-01-30 22:57:57,58.2093,-6.3865,40.03,86,75,8.01,broken clouds,0,0
391,Port Macquarie,AU,2022-01-30 22:57:51,-31.4333,152.9167,79.9,71,7,4.45,clear sky,0,0
392,Tadine,NC,2022-01-30 22:57:59,-21.55,167.8833,82.0,79,96,9.84,overcast clouds,0,0
393,Omboue,GA,2022-01-30 22:58:00,-1.5746,9.2618,78.57,85,95,5.3,overcast clouds,0,0
394,Jumla,NP,2022-01-30 22:53:22,29.2747,82.1838,35.2,44,0,4.0,clear sky,0,0
395,Nagato,JP,2022-01-30 22:58:00,34.3833,131.2,40.91,51,67,9.4,broken clouds,0,0
396,Saint George,US,2022-01-30 22:54:54,37.1041,-113.5841,64.87,16,0,1.99,clear sky,0,0
397,Hasaki,JP,2022-01-30 22:58:01,35.7333,140.8333,34.2,47,100,16.75,overcast clouds,0,0
398,Pangnirtung,CA,2022-01-30 22:58:02,66.1451,-65.7125,-21.53,83,92,6.22,overcast clouds,0,0
399,Saldanha,ZA,2022-01-30 22:58:02,-33.0117,17.9442,66.25,92,71,6.58,broken clouds,0,0
400,Guerrero Negro,MX,2022-01-30 22:58:03,27.9769,-114.0611,64.17,54,92,14.05,overcast clouds,0,0
401,Partenit,UA,2022-01-30 22:58:03,44.578,34.3446,39.76,95,100,17.63,overcast clouds,0,0
402,Bucerias,MX,2022-01-30 22:58:04,20.75,-105.3333,80.73,49,4,5.14,clear sky,0,0
403,Gizo,SB,2022-01-30 22:58:04,-8.103,156.8419,84.25,71,100,8.21,light rain,0,0
404,Llangefni,GB,2022-01-30 22:58:05,53.2556,-4.3106,46.72,76,75,27.63,broken clouds,0,0
405,Vigrestad,NO,2022-01-30 22:58:06,58.5667,5.7,34.97,77,100,6.42,overcast clouds,0,0
406,Fernie,CA,2022-01-30 22:58:07,49.5,-115.0687,42.6,95,100,5.73,overcast clouds,0,0
407,Palmer,US,2022-01-30 22:53:45,42.1584,-72.3287,17.24,92,5,3.29,clear sky,0,0
408,Abashiri,JP,2022-01-30 22:58:07,44.0213,144.2697,6.73,96,88,6.8,overcast clouds,0,0
409,Mackay,AU,2022-01-30 22:58:08,-21.15,149.2,85.68,74,40,12.66,scattered clouds,0,0
410,Kudahuvadhoo,MV,2022-01-30 22:55:40,2.6708,72.8944,81.52,77,56,12.24,broken clouds,0,0
411,Navolato,MX,2022-01-30 22:58:09,24.7672,-107.6944,83.64,45,36,14.03,scattered clouds,0,0
412,Kupang,ID,2022-01-30 22:58:10,-10.1667,123.5833,81.18,89,75,11.5,broken clouds,0,0
413,Porto Santo,PT,2022-01-30 22:58:10,33.072,-16.3415,64.31,82,20,17.27,few clouds,0,0
414,Khandyga,RU,2022-01-30 22:58:11,62.6667,135.6,-39.19,100,80,0.94,broken clouds,0,0
415,Nuuk,GL,2022-01-30 22:54:26,64.1835,-51.7216,0.63,79,100,11.61,overcast clouds,0,0
416,Beringovskiy,RU,2022-01-30 22:58:11,63.05,179.3167,-7.87,99,100,11.27,overcast clouds,0,0
417,Bloemfontein,ZA,2022-01-30 22:58:12,-29.1211,26.214,65.97,69,98,9.93,overcast clouds,0,0
418,Gat,IL,2022-01-30 22:58:13,31.61,34.7642,48.4,100,0,4.74,clear sky,0,0
419,Richards Bay,ZA,2022-01-30 22:58:13,-28.783,32.0377,71.17,87,98,5.68,overcast clouds,0,0
420,Bay Roberts,CA,2022-01-30 22:55:09,47.5999,-53.2648,39.15,81,100,8.99,overcast clouds,0,0
421,Anadyr,RU,2022-01-30 22:58:15,64.75,177.4833,-15.52,75,20,4.47,few clouds,0,0
422,Rawson,AR,2022-01-30 22:58:15,-43.3002,-65.1023,59.4,40,66,8.25,broken clouds,0,0
423,Sturgeon Bay,US,2022-01-30 22:58:16,44.8342,-87.377,25.21,83,67,0.4,broken clouds,0,0
424,Altus,US,2022-01-30 22:58:16,34.6381,-99.334,64.47,19,0,10.36,clear sky,0,0
425,Matsusaka,JP,2022-01-30 22:58:17,34.5667,136.5333,39.09,64,63,7.92,broken clouds,0,0
426,Ambon,ID,2022-01-30 22:58:17,-3.6954,128.1814,84.34,70,40,12.66,scattered clouds,0,0
427,Skjervoy,NO,2022-01-30 22:58:18,70.0311,20.9714,28.87,59,75,7.56,broken clouds,0,0
428,San Cristobal,VE,2022-01-30 22:58:19,7.7669,-72.225,69.98,83,96,3.67,overcast clouds,0,0
429,Nakapiripirit,UG,2022-01-30 22:58:19,1.9167,34.7833,70.61,47,55,6.04,broken clouds,0,0
430,Khasan,RU,2022-01-30 22:58:20,42.4308,130.6434,18.79,49,0,15.61,clear sky,0,0
431,Chicama,PE,2022-01-30 22:58:21,-7.8447,-79.1469,66.74,71,100,8.14,overcast clouds,0,0
432,Altamira,BR,2022-01-30 22:57:59,-3.2033,-52.2064,73.04,98,100,2.19,overcast clouds,0,0
433,Huanren,CN,2022-01-30 22:58:22,41.2647,125.3667,3.87,90,9,1.52,clear sky,0,0
434,Hobyo,SO,2022-01-30 22:58:22,5.3505,48.5268,76.57,79,96,16.17,light rain,0,0
435,Lingdong,CN,2022-01-30 22:58:23,46.5669,131.1453,-7.92,97,43,4.09,scattered clouds,0,0
436,Barinas,VE,2022-01-30 22:58:23,8.6226,-70.2075,98.64,28,76,3.44,broken clouds,0,0
437,Virginia Beach,US,2022-01-30 22:57:02,36.8529,-75.978,35.62,54,37,1.01,scattered clouds,0,0
438,Lydenburg,ZA,2022-01-30 22:58:24,-25.0978,30.4597,59.27,96,99,2.33,overcast clouds,0,0
439,Trat,TH,2022-01-30 22:58:25,12.5,102.5,82.98,94,48,0.76,scattered clouds,0,0
440,Zharkent,KZ,2022-01-30 22:58:26,44.1628,80.0,22.5,73,4,5.84,clear sky,0,0
441,Peskovka,RU,2022-01-30 22:58:26,59.0448,52.3606,-0.78,99,63,3.6,broken clouds,0,0
442,Velykyy Burluk,UA,2022-01-30 22:58:26,50.0379,37.3987,28.02,96,100,12.84,overcast clouds,0,0
443,Puerto Colombia,CO,2022-01-30 22:58:27,10.9878,-74.9547,84.29,79,5,19.35,clear sky,0,0
444,Mizdah,LY,2022-01-30 22:58:27,31.4451,12.9801,43.32,74,0,6.69,clear sky,0,0
445,Gimli,CA,2022-01-30 22:58:03,50.6336,-96.9907,14.13,79,99,16.11,overcast clouds,0,0
446,Souillac,MU,2022-01-30 22:58:28,-20.5167,57.5167,79.18,94,75,11.5,light intensity shower rain,0,0
447,Honningsvag,NO,2022-01-30 22:58:29,70.9821,25.9704,33.35,62,35,19.39,snow,0,0
448,Byron Bay,AU,2022-01-30 22:58:29,-28.65,153.6167,80.87,75,66,8.97,broken clouds,0,0
449,Ucluelet,CA,2022-01-30 22:58:30,48.9329,-125.5528,43.11,92,100,11.01,overcast clouds,0,0
450,Cururupu,BR,2022-01-30 22:58:30,-1.8283,-44.8683,74.64,95,98,5.99,overcast clouds,0,0
451,Pemangkat,ID,2022-01-30 22:58:31,1.1667,108.9667,76.26,87,100,5.37,overcast clouds,0,0
452,Juneau,US,2022-01-30 22:56:01,58.3019,-134.4197,36.84,95,100,0.0,light snow,0,0
453,Vetluga,RU,2022-01-30 22:58:32,57.8557,45.781,12.06,97,96,4.07,overcast clouds,0,0
454,Astana,KZ,2022-01-30 22:58:32,51.1801,71.446,12.15,85,75,15.66,broken clouds,0,0
455,Tonota,BW,2022-01-30 22:58:33,-21.4833,27.4833,70.16,74,93,9.57,overcast clouds,0,0
456,Oriximina,BR,2022-01-30 22:58:33,-1.7656,-55.8661,75.13,92,98,2.91,overcast clouds,0,0
457,Grand Gaube,MU,2022-01-30 22:58:33,-20.0064,57.6608,79.2,82,100,1.99,overcast clouds,0,0
458,Kondinskoye,RU,2022-01-30 22:58:34,59.6481,67.41,-10.12,100,100,3.58,overcast clouds,0,0
459,Chibombo,ZM,2022-01-30 22:58:34,-14.6569,28.0706,63.5,98,100,3.74,light rain,0,0
460,Plettenberg Bay,ZA,2022-01-30 22:58:35,-34.0527,23.3716,68.95,93,77,1.01,broken clouds,0,0
461,Mollendo,PE,2022-01-30 22:58:35,-17.0231,-72.0147,70.81,73,72,6.51,broken clouds,0,0
462,Sao Felix Do Xingu,BR,2022-01-30 22:58:34,-6.6447,-51.995,69.89,96,100,0.87,light rain,0,0
463,Dapaong,TG,2022-01-30 22:58:36,10.8639,0.205,75.38,9,51,8.88,broken clouds,0,0
464,Puerto Quijarro,BO,2022-01-30 22:58:37,-17.7833,-57.7667,74.93,96,95,2.8,overcast clouds,0,0
465,Mount Isa,AU,2022-01-30 22:58:37,-20.7333,139.5,76.77,94,75,12.66,broken clouds,0,0
466,Yong Peng,MY,2022-01-30 22:58:38,2.0136,103.0659,71.53,97,85,2.06,overcast clouds,0,0
467,Geraldton,AU,2022-01-30 22:58:38,-28.7667,114.6,70.21,88,100,6.91,overcast clouds,0,0
468,Udachnyy,RU,2022-01-30 22:58:39,66.4167,112.4,-30.01,100,83,2.73,broken clouds,0,0
469,Baoqing,CN,2022-01-30 22:58:39,46.3317,132.2111,-11.02,98,23,2.86,few clouds,0,0
470,Baherden,TM,2022-01-30 22:58:40,38.4362,57.4316,41.88,52,1,5.95,clear sky,0,0
471,Compuertas,MX,2022-01-30 22:58:41,25.45,-108.35,82.08,34,56,1.01,broken clouds,0,0
472,Wenling,CN,2022-01-30 22:58:41,28.3669,121.36,36.91,78,6,6.22,clear sky,0,0
473,Zhanakorgan,KZ,2022-01-30 22:58:42,43.9098,67.2495,24.28,76,67,8.7,broken clouds,0,0
474,Shizunai,JP,2022-01-30 22:58:42,42.3339,142.3669,18.28,68,83,7.58,broken clouds,0,0
475,Sur,OM,2022-01-30 22:58:43,22.5667,59.5289,70.83,67,0,4.72,clear sky,0,0
476,Pimentel,PE,2022-01-30 22:58:44,-6.8367,-79.9342,77.29,53,0,16.11,clear sky,0,0
477,Seoul,KR,2022-01-30 22:58:44,37.5683,126.9778,20.64,76,0,2.3,clear sky,0,0
478,Huarmey,PE,2022-01-30 22:58:45,-10.0681,-78.1522,71.69,82,100,8.95,overcast clouds,0,0
479,Ginir,ET,2022-01-30 22:58:46,7.1333,40.7,56.52,19,83,5.03,broken clouds,0,0
480,Isangel,VU,2022-01-30 22:58:46,-19.55,169.2667,82.51,94,75,4.61,broken clouds,0,0
481,Xai-Xai,MZ,2022-01-30 22:58:47,-25.0519,33.6442,73.92,82,88,5.57,overcast clouds,0,0
482,Yevsino,RU,2022-01-30 22:58:47,54.4172,83.3222,3.7,87,21,9.24,few clouds,0,0
