City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
483,Irece,BR,2022-01-30 22:58:48,-11.3042,-41.8558,73.24,71,89,6.08,overcast clouds,0,0
484,Tranas,SE,2022-01-30 22:58:49,58.0372,14.9782,31.23,63,2,9.73,clear sky,0,0
485,Imperia,IT,2022-01-30 22:58:49,43.9667,7.7833,50.16,85,1,3.13,clear sky,0,0
486,Pauini,BR,2022-01-30 22:58:50,-7.7136,-66.9764,74.41,93,55,2.37,broken clouds,0,0
487,Kamuli,UG,2022-01-30 22:58:50,0.9472,33.1197,71.46,63,94,0.76,overcast clouds,0,0
488,Deputatskiy,RU,2022-01-30 22:58:51,69.3,139.9,-25.17,100,67,2.01,broken clouds,0,0
489,Zatoka,UA,2022-01-30 22:58:51,46.0725,30.4654,27.14,76,25,14.9,scattered clouds,0,0
490,Haimen,CN,2022-01-30 22:58:52,23.1935,116.6142,51.69,67,86,17.85,overcast clouds,0,0
491,Asosa,ET,2022-01-30 22:58:53,10.0667,34.5333,63.73,36,33,3.74,scattered clouds,0,0
492,Khartoum,SD,2022-01-30 22:54:49,15.5518,32.5324,67.01,23,0,1.01,clear sky,0,0
493,Ballitoville,ZA,2022-01-30 22:54:15,-29.539,31.2144,74.25,88,0,5.75,clear sky,0,0
494,Jurm,AF,2022-01-30 22:58:54,36.8648,70.8342,22.12,66,78,4.74,broken clouds,0,0
495,Luderitz,NA,2022-01-30 22:58:55,-26.6481,15.1594,64.76,87,65,9.51,broken clouds,0,0
496,Hami,CN,2022-01-30 22:58:56,42.8,93.45,22.51,43,100,0.94,overcast clouds,0,0
497,Beloha,MG,2022-01-30 22:58:57,-25.1667,45.05,72.68,75,91,15.9,overcast clouds,0,0
498,Pitimbu,BR,2022-01-30 22:58:58,-7.4706,-34.8086,79.39,78,29,10.96,scattered clouds,0,0
499,Pouembout,NC,2022-01-30 22:58:58,-21.1333,164.9,83.53,68,100,5.3,overcast clouds,0,0
500,Tayzhina,RU,2022-01-30 22:58:59,53.6679,87.4362,-7.98,99,35,2.8,scattered clouds,0,0
501,Matara,LK,2022-01-30 22:58:59,5.9485,80.5353,74.57,93,33,5.55,scattered clouds,0,0
502,Tacotalpa,MX,2022-01-30 22:59:00,17.6,-92.8167,75.09,81,23,6.02,few clouds,0,0
503,Paramonga,PE,2022-01-30 22:59:00,-10.6667,-77.8333,71.65,82,100,8.05,overcast clouds,0,0
504,Gigant,RU,2022-01-30 22:59:01,46.5066,41.3419,34.27,85,100,13.67,snow,0,0
505,Loandjili,CG,2022-01-30 22:59:01,-4.7561,11.8578,78.91,94,20,2.3,few clouds,0,0
506,Mecca,SA,2022-01-30 22:58:45,21.4267,39.8261,68.47,58,99,4.65,overcast clouds,0,0
507,San Lawrenz,MT,2022-01-30 22:59:02,36.0553,14.204,54.86,80,0,4.0,clear sky,0,0
508,Touros,BR,2022-01-30 22:59:03,-5.1989,-35.4608,81.5,78,19,12.21,few clouds,0,0
509,Coihaique,CL,2022-01-30 22:59:03,-45.5752,-72.0662,55.35,47,40,8.05,scattered clouds,0,0
510,Aberystwyth,GB,2022-01-30 22:59:04,52.4155,-4.0829,46.71,80,64,27.0,broken clouds,0,0
511,Lavrentiya,RU,2022-01-30 22:59:04,65.5833,-171.0,-5.22,91,5,3.78,clear sky,0,0
512,Gasa,PS,2022-01-30 22:59:05,31.5,34.4667,49.17,67,0,7.85,clear sky,0,0
513,Taut,RO,2022-01-30 22:59:06,46.2833,21.9167,33.58,79,92,9.46,overcast clouds,0,0
514,Mount Gambier,AU,2022-01-30 22:55:05,-37.8333,140.7667,62.51,100,100,4.61,mist,0,0
515,Rio Gallegos,AR,2022-01-30 22:59:06,-51.6226,-69.2181,57.25,28,20,31.07,few clouds,0,0
516,Sawtell,AU,2022-01-30 22:59:07,-30.3833,153.1,80.19,79,10,10.36,clear sky,0,0
517,Marsh Harbour,BS,2022-01-30 22:59:07,26.5412,-77.0636,63.25,57,99,10.63,overcast clouds,0,0
518,Centerville,US,2022-01-30 22:59:08,39.6284,-84.1594,34.88,69,0,3.44,clear sky,0,0
519,Baglung,NP,2022-01-30 22:59:09,28.2719,83.5898,47.57,80,74,1.63,broken clouds,0,0
520,Barcelona,ES,2022-01-30 22:55:44,41.3888,2.159,57.33,46,0,3.0,clear sky,0,0
521,Abu Kamal,SY,2022-01-30 22:59:11,34.4506,40.9171,45.93,63,46,8.86,scattered clouds,0,0
522,Morlaix,FR,2022-01-30 22:59:11,48.5833,-4.0,48.52,100,100,10.36,overcast clouds,0,0
523,Flinders,AU,2022-01-30 22:59:12,-34.5833,150.8552,82.06,72,18,5.99,few clouds,0,0
524,Port Moresby,PG,2022-01-30 22:55:16,-9.4431,147.1797,74.62,94,75,11.5,moderate rain,0,0
525,Ekhabi,RU,2022-01-30 22:59:13,53.5102,142.9671,9.14,93,100,21.25,light snow,0,0
526,Imeni Babushkina,RU,2022-01-30 22:59:14,59.7573,43.1285,6.82,97,91,6.2,overcast clouds,0,0
527,Yuzhno-Sukhokumsk,RU,2022-01-30 22:59:14,44.6581,45.6436,33.1,91,63,6.96,broken clouds,0,0
528,Glendive,US,2022-01-30 22:59:15,47.1053,-104.7125,43.43,67,100,6.58,overcast clouds,0,0
529,Sao Joao Da Barra,BR,2022-01-30 22:59:16,-21.6403,-41.0511,76.55,90,21,7.16,few clouds,0,0
530,Listvyanskiy,RU,2022-01-30 22:59:16,54.4399,83.4984,2.66,86,17,8.01,few clouds,0,0
531,Sao Pedro Do Sul,BR,2022-01-30 22:59:17,-29.6206,-54.1789,79.45,61,12,6.35,few clouds,0,0
532,Stolin,BY,2022-01-30 22:57:13,51.8912,26.846,29.79,93,100,21.92,light snow,0,0
533,Adrar,MR,2022-01-30 22:59:18,20.5022,-10.0711,74.39,13,100,10.63,overcast clouds,0,0
534,Matay,EG,2022-01-30 22:59:19,28.419,30.7792,50.5,50,15,7.67,few clouds,0,0
535,Kasane,BW,2022-01-30 22:59:20,-17.8167,25.15,66.18,98,100,7.25,moderate rain,0,0
536,Karasjok,NO,2022-01-30 22:54:26,69.4719,25.5112,3.31,99,19,3.15,few clouds,0,0
537,Kokoda,PG,2022-01-30 22:59:21,-8.8785,147.7407,82.51,71,100,2.17,overcast clouds,0,0
538,Melito Di Porto Salvo,IT,2022-01-30 22:59:21,37.9222,15.7714,55.78,62,40,14.97,scattered clouds,0,0
539,Bassar,TG,2022-01-30 22:59:22,9.25,0.7833,72.55,15,28,4.81,scattered clouds,0,0
540,Westport,US,2022-01-30 22:56:39,41.1415,-73.3579,24.03,49,21,4.0,few clouds,0,0
541,Eskilstuna,SE,2022-01-30 22:59:23,59.3666,16.5077,30.4,72,7,8.99,clear sky,0,0
542,Babol,IR,2022-01-30 22:59:23,36.5513,52.679,44.85,59,0,3.51,clear sky,0,0
543,Chinhoyi,ZW,2022-01-30 22:59:24,-17.3667,30.2,62.11,96,72,4.74,broken clouds,0,0
544,Tabou,CI,2022-01-30 22:59:25,4.423,-7.3528,79.45,87,22,6.51,few clouds,0,0
545,Huilong,CN,2022-01-30 22:59:26,31.8111,121.655,37.04,70,5,5.41,clear sky,0,0
546,Lebyazhye,RU,2022-01-30 22:59:27,55.2689,66.4947,8.83,94,100,7.07,overcast clouds,0,0
547,Puerto Penasco,MX,2022-01-30 22:59:27,31.3167,-113.5333,63.91,37,0,4.0,clear sky,0,0
548,Bria,CF,2022-01-30 22:59:28,6.5423,21.9863,69.57,27,30,4.7,scattered clouds,0,0
