City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
84,Tasiilaq,GL,8.76,clear sky,65.6145,-37.6368,
113,Devils Lake,US,9.95,overcast clouds,48.1128,-98.8651,
137,Kargasok,RU,9.81,overcast clouds,59.0556,80.8572,
160,Ilulissat,GL,8.62,light shower snow,69.2167,-51.1,
389,Linxia,CN,9.93,scattered clouds,35.6003,103.2064,
455,Yarega,RU,9.48,overcast clouds,63.4354,53.5765,
